chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007203	-9	0	X	Y	0.287	3.415172e+00	3.458507e+00	1.035989e+00	3.244279e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007204	-9	0	X	Y	0.287	3.415172e+00	3.458507e+00	1.035989e+00	3.244279e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007205	-9	0	X	Y	0.287	3.415172e+00	3.458507e+00	1.035989e+00	3.244279e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007206	-9	0	X	Y	0.287	3.415172e+00	3.458507e+00	1.035989e+00	3.244279e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29372862	91437622	0	X	Y	0.288	3.595853e+00	3.501349e+00	1.039567e+00	3.054807e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007207	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29371049	91704714	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29382574	91917128	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007208	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007209	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007210	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007211	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007212	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007213	-9	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs38148729	91999207	0	X	Y	0.293	1.715640e+00	3.509081e+00	1.008718e+00	6.253583e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29331100	92026254	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007214	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007215	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007216	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007217	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007218	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007219	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007220	-9	0	X	Y	0.297	3.131540e-01	3.473128e+00	9.996441e-01	9.282330e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007221	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007222	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007223	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007224	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007225	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007226	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007227	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007228	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007229	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007230	-9	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29346187	92563884	0	X	Y	0.291	1.514202e+00	3.512299e+00	1.005677e+00	6.667806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007231	-9	0	X	Y	0.293	1.458576e+00	3.510359e+00	9.981364e-01	6.781506e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007232	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29332458	92606835	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007233	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007234	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007235	-9	0	X	Y	0.292	1.664824e+00	3.486501e+00	9.999274e-01	6.334458e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007236	-9	0	X	Y	0.292	1.664824e+00	3.486501e+00	9.999274e-01	6.334458e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007237	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007238	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007239	-9	0	X	Y	0.296	8.758023e-01	3.513465e+00	9.961701e-01	8.033695e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs46025948	92860829	0	X	Y	0.295	8.942386e-01	3.525479e+00	9.969908e-01	7.999875e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007240	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007241	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007242	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007243	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs46369794	92924522	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007244	-9	0	X	Y	0.293	-2.395486e-01	3.468831e+00	1.003247e+00	9.450026e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007245	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007246	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007247	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007248	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007249	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007250	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007251	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007252	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007253	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007254	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007255	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007256	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007257	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29379029	93361109	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007258	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007259	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007260	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007261	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007262	-9	0	X	Y	0.289	1.137989e-01	3.488283e+00	1.000630e+00	9.740028e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007263	-9	0	X	Y	0.295	3.370291e-01	3.507374e+00	9.970653e-01	9.235297e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29323439	93475859	0	X	Y	0.295	3.370291e-01	3.507374e+00	9.970653e-01	9.235297e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007264	-9	0	X	Y	0.295	3.370291e-01	3.507374e+00	9.970653e-01	9.235297e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007265	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007266	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007267	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007268	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007269	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007270	-9	0	X	Y	0.297	1.330807e+00	3.502696e+00	9.902859e-01	7.043347e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs37647041	93783592	0	X	Y	0.300	1.458833e+00	3.505554e+00	9.924258e-01	6.776806e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs6233970	93856365	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007271	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007272	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs46604638	93913554	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007273	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007274	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007275	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007276	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007277	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007278	-9	0	X	Y	0.297	8.291121e-01	3.485017e+00	9.919616e-01	8.121600e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs47969314	93996115	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007279	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007280	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007281	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007282	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007283	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007284	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007285	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007286	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007287	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007288	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007289	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007290	-9	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs47476823	95084086	0	X	Y	0.295	1.616510e+00	3.467888e+00	9.905819e-01	6.415495e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007291	-9	0	X	Y	0.289	1.263029e-01	3.304667e+00	9.845483e-01	9.695451e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007292	-9	0	X	Y	0.285	-3.627247e+00	3.277517e+00	1.033624e+00	2.695528e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29361876	96749466	0	X	Y	0.285	-3.866516e+00	3.269359e+00	1.048653e+00	2.381421e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007293	-9	0	X	Y	0.283	-3.395648e+00	3.277352e+00	1.042435e+00	3.012228e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs13480722	97649553	0	X	Y	0.282	-3.886311e+00	3.270711e+00	1.055627e+00	2.359479e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs13480728	100238441	0	X	Y	0.288	-2.983922e+00	3.337505e+00	1.023231e+00	3.722058e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs13480733	102115020	0	X	Y	0.299	-3.458741e+00	3.370579e+00	1.032788e+00	3.058729e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs13480734	102375391	0	X	Y	0.309	-2.521075e+00	3.372764e+00	1.005963e+00	4.555209e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29341273	102470556	0	X	Y	0.306	-2.602142e+00	3.356528e+00	1.006602e+00	4.389726e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	UNC100116903	102775618	0	X	Y	0.303	-2.538235e+00	3.314120e+00	1.001034e+00	4.445133e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29320492	103370464	0	X	Y	0.307	-2.047982e+00	3.315308e+00	9.806451e-01	5.373481e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007294	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs6246096	103562218	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007295	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007296	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007297	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007298	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007299	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007300	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007301	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007302	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007303	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007304	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007305	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007306	-9	0	X	Y	0.303	-2.191380e+00	3.276779e+00	9.785594e-01	5.043047e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	UNC101149923	105535684	0	X	Y	0.304	-2.513623e+00	3.298292e+00	9.738723e-01	4.467656e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs6283474	105581332	0	X	Y	0.310	-3.834247e+00	3.289292e+00	1.008410e+00	2.449275e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29362658	105630599	0	X	Y	0.310	-3.834247e+00	3.289292e+00	1.008410e+00	2.449275e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs3700131	105821290	0	X	Y	0.312	-4.315976e+00	3.283854e+00	1.009323e+00	1.900260e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007307	-9	0	X	Y	0.312	-4.315976e+00	3.283854e+00	1.009323e+00	1.900260e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29316205	107150112	0	X	Y	0.313	-4.239324e+00	3.277286e+00	1.003640e+00	1.970919e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29330702	107475920	0	X	Y	0.315	-3.893162e+00	3.273469e+00	9.659882e-01	2.355188e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs29327089	107483485	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007308	-9	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
10	rs13480754	107484128	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007309	-9	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007310	-9	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007311	-9	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
-9	rsm10000007312	-9	0	X	Y	0.335	6.424248e-01	3.406255e+00	9.787863e-01	8.505679e-01	0	Blood glucose level intraperitoneal glucose tolerance test at time30 min of 18week old males mgdl
