chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs30826995	110922154	0	X	Y	0.354	-9.873941e-02	1.127780e+00	3.862119e-01	9.303073e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007323	-9	0	X	Y	0.354	-9.873941e-02	1.127780e+00	3.862119e-01	9.303073e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007324	-9	0	X	Y	0.354	-9.873941e-02	1.127780e+00	3.862119e-01	9.303073e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007325	-9	0	X	Y	0.332	2.794582e-01	1.075678e+00	3.517900e-01	7.952477e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs30838216	111073834	0	X	Y	0.332	2.794582e-01	1.075678e+00	3.517900e-01	7.952477e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007326	-9	0	X	Y	0.332	2.794582e-01	1.075678e+00	3.517900e-01	7.952477e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007327	-9	0	X	Y	0.334	1.615601e-01	1.080271e+00	3.585031e-01	8.812439e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007328	-9	0	X	Y	0.334	1.615601e-01	1.080271e+00	3.585031e-01	8.812439e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs47249677	111161887	0	X	Y	0.333	1.564762e-01	1.082141e+00	3.600095e-01	8.851516e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007329	-9	0	X	Y	0.333	1.564762e-01	1.082141e+00	3.600095e-01	8.851516e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs4228452	111294252	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007330	-9	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007331	-9	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007332	-9	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007333	-9	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs45780693	111527861	0	X	Y	0.332	1.403432e-01	1.076201e+00	3.600965e-01	8.963567e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007334	-9	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs48594855	111614794	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007335	-9	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007336	-9	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007337	-9	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29340163	111696520	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007338	-9	0	X	Y	0.333	1.472584e-01	1.077988e+00	3.617657e-01	8.914600e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs47399844	111741128	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007339	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007340	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007341	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007342	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007343	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007344	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007345	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007346	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007347	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007348	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007349	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007350	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007351	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007352	-9	0	X	Y	0.334	1.556916e-01	1.076275e+00	3.605601e-01	8.851050e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs36374176	112450482	0	X	Y	0.334	1.235234e-01	1.085609e+00	3.638140e-01	9.095072e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007353	-9	0	X	Y	0.335	-1.362222e-01	1.092035e+00	3.864726e-01	9.008347e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs52681278	113399853	0	X	Y	0.335	-1.362222e-01	1.092035e+00	3.864726e-01	9.008347e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007354	-9	0	X	Y	0.334	-1.759732e-01	1.095794e+00	3.907933e-01	8.725546e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007355	-9	0	X	Y	0.333	-1.547919e-01	1.088709e+00	3.878873e-01	8.870602e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007356	-9	0	X	Y	0.334	-1.759732e-01	1.095794e+00	3.907933e-01	8.725546e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007357	-9	0	X	Y	0.335	-1.947688e-01	1.095482e+00	3.927130e-01	8.590388e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs252069844	114380405	0	X	Y	0.334	-1.759732e-01	1.095794e+00	3.907933e-01	8.725546e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs36656499	114394639	0	X	Y	0.333	-1.836724e-01	1.089716e+00	3.905895e-01	8.662951e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007358	-9	0	X	Y	0.333	-1.836724e-01	1.089716e+00	3.905895e-01	8.662951e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29355394	114550291	0	X	Y	0.333	-1.836724e-01	1.089716e+00	3.905895e-01	8.662951e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs3690259	114556850	0	X	Y	0.332	-1.934285e-01	1.091775e+00	3.919578e-01	8.595284e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs50633806	114601879	0	X	Y	0.333	-1.792499e-01	1.090085e+00	3.902412e-01	8.695289e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007359	-9	0	X	Y	0.335	-7.488323e-01	1.101304e+00	4.799497e-01	4.972051e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs4228477	115078835	0	X	Y	0.336	-5.579932e-01	1.104819e+00	4.572349e-01	6.139942e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007360	-9	0	X	Y	0.336	-5.579932e-01	1.104819e+00	4.572349e-01	6.139942e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007361	-9	0	X	Y	0.336	-5.579932e-01	1.104819e+00	4.572349e-01	6.139942e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007362	-9	0	X	Y	0.336	-5.579932e-01	1.104819e+00	4.572349e-01	6.139942e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007363	-9	0	X	Y	0.338	-5.651712e-01	1.107867e+00	4.535306e-01	6.104297e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29318094	115814936	0	X	Y	0.336	-5.579932e-01	1.104819e+00	4.572349e-01	6.139942e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs49452721	115815818	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007364	-9	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007365	-9	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007366	-9	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007367	-9	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007368	-9	0	X	Y	0.336	-5.710584e-01	1.100034e+00	4.650923e-01	6.041599e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007369	-9	0	X	Y	0.316	5.983073e-01	1.027977e+00	3.063185e-01	5.611083e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs48295845	115872274	0	X	Y	0.315	5.812415e-01	1.029155e+00	3.043754e-01	5.727652e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29381762	115921847	0	X	Y	0.315	5.812415e-01	1.029155e+00	3.043754e-01	5.727652e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs13480777	116134022	0	X	Y	0.319	2.745252e-01	1.050744e+00	3.462864e-01	7.941151e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29316701	116640226	0	X	Y	0.325	3.377606e-01	1.042670e+00	3.405696e-01	7.462729e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs48944778	116711414	0	X	Y	0.325	3.377606e-01	1.042670e+00	3.405696e-01	7.462729e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs30923986	117295512	0	X	Y	0.323	3.114584e-01	1.038374e+00	3.409422e-01	7.644818e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29334015	117298114	0	X	Y	0.325	5.208333e-01	1.040306e+00	3.306157e-01	6.170832e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007370	-9	0	X	Y	0.325	5.208333e-01	1.040306e+00	3.306157e-01	6.170832e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007371	-9	0	X	Y	0.325	5.208333e-01	1.040306e+00	3.306157e-01	6.170832e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007372	-9	0	X	Y	0.327	6.683150e-01	1.044508e+00	3.221203e-01	5.229016e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs46053812	117548233	0	X	Y	0.327	6.683150e-01	1.044508e+00	3.221203e-01	5.229016e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29321458	117570560	0	X	Y	0.329	7.118355e-01	1.048286e+00	3.276711e-01	4.977763e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007373	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007374	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007375	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007376	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007377	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007378	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007379	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007380	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007381	-9	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29367948	118434120	0	X	Y	0.327	6.896905e-01	1.046210e+00	3.313095e-01	5.103952e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29337164	118461947	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007382	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007383	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007384	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007385	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007386	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007387	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007388	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007389	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007390	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007391	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007392	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007393	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007394	-9	0	X	Y	0.329	6.884924e-01	1.052027e+00	3.450121e-01	5.134659e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs49966997	118865562	0	X	Y	0.329	6.191589e-01	1.060060e+00	3.432633e-01	5.597273e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007395	-9	0	X	Y	0.322	8.369683e-01	1.044288e+00	3.580285e-01	4.236679e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29345796	118909706	0	X	Y	0.322	8.369683e-01	1.044288e+00	3.580285e-01	4.236679e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29337986	118929286	0	X	Y	0.323	8.571896e-01	1.049111e+00	3.589203e-01	4.147201e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs50466908	118949168	0	X	Y	0.323	8.571896e-01	1.049111e+00	3.589203e-01	4.147201e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29344348	118981807	0	X	Y	0.325	8.930925e-01	1.054647e+00	3.646682e-01	3.979590e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007396	-9	0	X	Y	0.325	8.930925e-01	1.054647e+00	3.646682e-01	3.979590e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs30960804	119089014	0	X	Y	0.324	8.647130e-01	1.050057e+00	3.602223e-01	4.110634e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007397	-9	0	X	Y	0.324	8.647130e-01	1.050057e+00	3.602223e-01	4.110634e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007398	-9	0	X	Y	0.324	8.647130e-01	1.050057e+00	3.602223e-01	4.110634e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007399	-9	0	X	Y	0.324	8.647130e-01	1.050057e+00	3.602223e-01	4.110634e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007400	-9	0	X	Y	0.323	8.456162e-01	1.044835e+00	3.583439e-01	4.191441e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007401	-9	0	X	Y	0.327	1.032684e+00	1.047144e+00	3.590125e-01	3.250537e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007402	-9	0	X	Y	0.323	8.456162e-01	1.044835e+00	3.583439e-01	4.191441e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007403	-9	0	X	Y	0.321	6.272447e-01	1.043998e+00	3.552815e-01	5.485454e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs46820250	119421171	0	X	Y	0.320	6.461269e-01	1.045899e+00	3.563223e-01	5.373240e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007404	-9	0	X	Y	0.320	6.461269e-01	1.045899e+00	3.563223e-01	5.373240e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007405	-9	0	X	Y	0.318	4.590715e-01	1.046586e+00	3.647325e-01	6.613274e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007406	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs50380232	119476609	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007407	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007408	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007409	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007410	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007411	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007412	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007413	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007414	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007415	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007416	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007417	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007418	-9	0	X	Y	0.320	6.594356e-01	1.048325e+00	3.610100e-01	5.299355e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007419	-9	0	X	Y	0.321	6.402993e-01	1.046294e+00	3.597284e-01	5.411500e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007420	-9	0	X	Y	0.322	6.379418e-01	1.050405e+00	3.630637e-01	5.442186e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007421	-9	0	X	Y	0.318	6.807376e-01	1.038539e+00	3.436415e-01	5.128022e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29348709	119883847	0	X	Y	0.318	6.807376e-01	1.038539e+00	3.436415e-01	5.128022e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007422	-9	0	X	Y	0.315	7.849109e-01	1.032224e+00	3.338512e-01	4.477733e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs29360685	119970925	0	X	Y	0.314	8.519817e-01	1.027355e+00	3.327004e-01	4.077784e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007423	-9	0	X	Y	0.314	8.519817e-01	1.027355e+00	3.327004e-01	4.077784e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
10	rs30961226	120189657	0	X	Y	0.314	8.519817e-01	1.027355e+00	3.327004e-01	4.077784e-01	1	Cytotoxicity in spleen T cells 30 days post 5x109 PFU AdLacZ iv injection 
