chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007869	-9	0	X	Y	0.267	-4.694202e-01	2.807113e-01	6.184855e-01	9.580535e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007870	-9	0	X	Y	0.267	-4.694202e-01	2.807113e-01	6.184855e-01	9.580535e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs49757482	31575138	0	X	Y	0.267	-4.694202e-01	2.807113e-01	6.184855e-01	9.580535e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007871	-9	0	X	Y	0.267	-4.694202e-01	2.807113e-01	6.184855e-01	9.580535e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007872	-9	0	X	Y	0.267	-4.694202e-01	2.807113e-01	6.184855e-01	9.580535e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs46279490	32157125	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007873	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007874	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007875	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007876	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	UNC110317638	32379432	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007877	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007878	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007879	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007880	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007881	-9	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs49493666	32890608	0	X	Y	0.268	-4.762452e-01	2.812894e-01	6.437272e-01	9.176549e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007882	-9	0	X	Y	0.266	-4.695446e-01	2.794087e-01	6.361713e-01	9.419002e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs13480950	33490350	0	X	Y	0.266	-4.695446e-01	2.794087e-01	6.361713e-01	9.419002e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007883	-9	0	X	Y	0.266	-4.695446e-01	2.794087e-01	6.361713e-01	9.419002e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs13480951	33638734	0	X	Y	0.263	-5.336446e-01	2.789938e-01	6.543492e-01	5.699597e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs13480955	34415729	0	X	Y	0.264	-5.330760e-01	2.794285e-01	6.467890e-01	5.764426e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007884	-9	0	X	Y	0.261	-5.038844e-01	2.783798e-01	6.444039e-01	7.156370e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007885	-9	0	X	Y	0.256	-4.794342e-01	2.786992e-01	6.579293e-01	8.670214e-02	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007886	-9	0	X	Y	0.256	-3.922741e-01	2.742219e-01	6.060993e-01	1.539022e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007887	-9	0	X	Y	0.256	-3.922741e-01	2.742219e-01	6.060993e-01	1.539022e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007888	-9	0	X	Y	0.257	-3.820588e-01	2.728182e-01	6.006972e-01	1.627080e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007889	-9	0	X	Y	0.257	-3.820588e-01	2.728182e-01	6.006972e-01	1.627080e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs29419460	35140181	0	X	Y	0.257	-3.718540e-01	2.695569e-01	5.711620e-01	1.690517e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs28203880	35361615	0	X	Y	0.258	-3.705934e-01	2.690327e-01	5.721047e-01	1.696672e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007890	-9	0	X	Y	0.261	-2.869332e-01	2.660336e-01	5.130531e-01	2.818897e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	D11Mit231	35687789	0	X	Y	0.264	-2.854254e-01	2.688972e-01	5.303813e-01	2.895675e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs13480964	35703175	0	X	Y	0.265	-2.765772e-01	2.683404e-01	5.364122e-01	3.037433e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs26912902	35933432	0	X	Y	0.266	-2.725391e-01	2.673664e-01	5.321093e-01	3.090865e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007891	-9	0	X	Y	0.266	-2.725391e-01	2.673664e-01	5.321093e-01	3.090865e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007892	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007893	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007894	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007895	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs26882870	36146840	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007896	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007897	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs3664950	36172996	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007898	-9	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs29477818	36455764	0	X	Y	0.268	-9.818991e-02	2.697630e-01	5.341757e-01	7.161959e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007899	-9	0	X	Y	0.270	-9.799242e-02	2.715250e-01	5.383309e-01	7.185011e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007900	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs46167953	36589449	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007901	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007902	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007903	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007904	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007905	-9	0	X	Y	0.275	-9.555632e-02	2.712877e-01	5.357967e-01	7.249796e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs29467854	36629427	0	X	Y	0.273	-9.878883e-02	2.712945e-01	5.361710e-01	7.160819e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007906	-9	0	X	Y	0.256	-7.231638e-02	2.748321e-01	5.592712e-01	7.926815e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007907	-9	0	X	Y	0.273	-5.814662e-03	2.718377e-01	5.865655e-01	9.829525e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007908	-9	0	X	Y	0.262	-4.594193e-02	2.705167e-01	5.634411e-01	8.652897e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007909	-9	0	X	Y	0.268	-6.144175e-02	2.706188e-01	5.556043e-01	8.205887e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007910	-9	0	X	Y	0.264	-7.038027e-02	2.696778e-01	5.477146e-01	7.943372e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs228401764	36820136	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007911	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007912	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007913	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007914	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007915	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007916	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007917	-9	0	X	Y	0.261	-4.720584e-02	2.693855e-01	5.609058e-01	8.610457e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007918	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs232213178	37136818	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007919	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007920	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007921	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007922	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007923	-9	0	X	Y	0.264	-4.784426e-02	2.719581e-01	5.638809e-01	8.605043e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs48057534	37645867	0	X	Y	0.264	-6.305285e-02	2.735130e-01	5.555774e-01	8.178808e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007924	-9	0	X	Y	0.264	-7.682740e-02	2.712967e-01	5.451445e-01	7.772836e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007925	-9	0	X	Y	0.264	-7.682740e-02	2.712967e-01	5.451445e-01	7.772836e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs29452821	37742797	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007926	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007927	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007928	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007929	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007930	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007931	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007932	-9	0	X	Y	0.267	-9.334933e-02	2.670893e-01	5.237098e-01	7.270224e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007933	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007934	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007935	-9	0	X	Y	0.267	-7.440808e-02	2.698015e-01	5.440157e-01	7.829531e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007936	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007937	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007938	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007939	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007940	-9	0	X	Y	0.263	-7.234610e-02	2.706624e-01	5.447676e-01	7.894782e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007941	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs28193279	38478970	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007942	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007943	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007944	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007945	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007946	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007947	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007948	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007949	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007950	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007951	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007952	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007953	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007954	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007955	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007956	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007957	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007958	-9	0	X	Y	0.265	-6.067994e-02	2.710815e-01	5.509624e-01	8.230732e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007959	-9	0	X	Y	0.268	-1.257424e-01	2.691377e-01	5.235248e-01	6.407863e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs29468159	39583434	0	X	Y	0.269	-1.253255e-01	2.696647e-01	5.222950e-01	6.425440e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007960	-9	0	X	Y	0.269	-1.253255e-01	2.696647e-01	5.222950e-01	6.425440e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007961	-9	0	X	Y	0.267	-9.336642e-02	2.706974e-01	5.362925e-01	7.304700e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007962	-9	0	X	Y	0.271	-1.000540e-01	2.705425e-01	5.369796e-01	7.118442e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007963	-9	0	X	Y	0.266	-1.852208e-01	2.673264e-01	5.151772e-01	4.890791e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs225122139	41788140	0	X	Y	0.267	-1.868802e-01	2.669605e-01	5.190731e-01	4.846013e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	UNC110824688	41965969	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007964	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007965	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007966	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007967	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007968	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007969	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007970	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007971	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
11	rs254161991	41990518	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007972	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007973	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007974	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007975	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007976	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007977	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007978	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007979	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007980	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
-9	rsm10000007981	-9	0	X	Y	0.268	-1.508939e-01	2.687867e-01	5.286434e-01	5.750674e-01	1	Cytotoxicity in spleen T cells 21 days post 5x109 PFU AdLacZ iv injection 
