chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006090	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006091	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006092	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006093	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006094	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006095	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006096	-9	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29835596	42527203	0	X	Y	0.185	4.590080e+00	3.675248e+00	1.000000e-05	2.129380e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs48176249	42557635	0	X	Y	0.182	4.584525e+00	3.685797e+00	1.000000e-05	2.147994e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006097	-9	0	X	Y	0.180	4.904407e+00	3.694996e+00	1.000000e-05	1.856940e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30044052	42730466	0	X	Y	0.181	4.879530e+00	3.679663e+00	1.000000e-05	1.861005e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006098	-9	0	X	Y	0.181	4.879530e+00	3.679663e+00	1.000000e-05	1.861005e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006099	-9	0	X	Y	0.181	4.879530e+00	3.679663e+00	1.000000e-05	1.861005e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006100	-9	0	X	Y	0.181	4.879530e+00	3.679663e+00	1.000000e-05	1.861005e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30422229	42933352	0	X	Y	0.181	4.879530e+00	3.679663e+00	1.000000e-05	1.861005e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006101	-9	0	X	Y	0.181	4.807424e+00	3.680067e+00	1.000000e-05	1.927136e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006102	-9	0	X	Y	0.179	3.931834e+00	3.695555e+00	1.000000e-05	2.884497e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006103	-9	0	X	Y	0.179	3.931834e+00	3.695555e+00	1.000000e-05	2.884497e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs46688986	42985783	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006104	-9	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006105	-9	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006106	-9	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006107	-9	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006108	-9	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30092176	43258583	0	X	Y	0.181	3.940050e+00	3.684451e+00	1.000000e-05	2.859992e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006109	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006110	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006111	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30337279	43304228	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006112	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30137947	44025218	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006113	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006114	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006115	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006116	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006117	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006118	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006119	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006120	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006121	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006122	-9	0	X	Y	0.184	4.457406e+00	3.671297e+00	1.000000e-05	2.259194e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs32611336	44434033	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006123	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006124	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006125	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006126	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006127	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006128	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006129	-9	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29787769	44622620	0	X	Y	0.184	4.505273e+00	3.690831e+00	1.000000e-05	2.234359e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006130	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs32623795	44776172	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006131	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006132	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006133	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs3707713	44955963	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006134	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006135	-9	0	X	Y	0.186	4.623645e+00	3.679816e+00	1.000000e-05	2.101867e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006136	-9	0	X	Y	0.193	4.050445e+00	3.639992e+00	1.000000e-05	2.669477e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006137	-9	0	X	Y	0.193	4.050445e+00	3.639992e+00	1.000000e-05	2.669477e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30334701	45137877	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs50021638	45145651	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006138	-9	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs36888460	45614513	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006139	-9	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006140	-9	0	X	Y	0.192	4.023673e+00	3.634975e+00	1.000000e-05	2.694548e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006141	-9	0	X	Y	0.194	3.481305e+00	3.628732e+00	1.000000e-05	3.383571e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29935776	45627875	0	X	Y	0.194	3.481305e+00	3.628732e+00	1.000000e-05	3.383571e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006142	-9	0	X	Y	0.194	3.481305e+00	3.628732e+00	1.000000e-05	3.383571e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006143	-9	0	X	Y	0.194	3.481305e+00	3.628732e+00	1.000000e-05	3.383571e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006144	-9	0	X	Y	0.194	3.481305e+00	3.628732e+00	1.000000e-05	3.383571e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006145	-9	0	X	Y	0.203	2.039359e+00	3.621139e+00	1.000000e-05	5.738481e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006146	-9	0	X	Y	0.203	2.039359e+00	3.621139e+00	1.000000e-05	5.738481e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29743829	45693319	0	X	Y	0.203	2.039359e+00	3.621139e+00	1.000000e-05	5.738481e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29740169	45694270	0	X	Y	0.203	2.039359e+00	3.621139e+00	1.000000e-05	5.738481e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006147	-9	0	X	Y	0.203	2.039359e+00	3.621139e+00	1.000000e-05	5.738481e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29983887	46522422	0	X	Y	0.204	2.134441e+00	3.626743e+00	1.000000e-05	5.567428e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs50472876	46566592	0	X	Y	0.204	2.207687e+00	3.626556e+00	1.000000e-05	5.432743e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006148	-9	0	X	Y	0.210	9.831414e-01	3.591273e+00	1.000000e-05	7.845107e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29792735	46849913	0	X	Y	0.210	9.831414e-01	3.591273e+00	1.000000e-05	7.845107e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs52258400	46857897	0	X	Y	0.210	9.831414e-01	3.591273e+00	1.000000e-05	7.845107e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006149	-9	0	X	Y	0.208	3.461317e-01	3.597763e+00	1.000000e-05	9.234378e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29980498	46993830	0	X	Y	0.208	3.461317e-01	3.597763e+00	1.000000e-05	9.234378e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs32681907	47039977	0	X	Y	0.208	3.461317e-01	3.597763e+00	1.000000e-05	9.234378e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs32708297	47519605	0	X	Y	0.208	3.461317e-01	3.597763e+00	1.000000e-05	9.234378e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006150	-9	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006151	-9	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006152	-9	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006153	-9	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs30229691	47564691	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006154	-9	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29876068	47593586	0	X	Y	0.203	-9.277825e-01	3.604582e+00	1.000000e-05	7.971031e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs46126800	47625185	0	X	Y	0.205	8.388185e-02	3.598291e+00	1.000000e-05	9.814215e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006155	-9	0	X	Y	0.205	8.388185e-02	3.598291e+00	1.000000e-05	9.814215e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs52209119	47853767	0	X	Y	0.205	8.388185e-02	3.598291e+00	1.000000e-05	9.814215e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006156	-9	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29835310	47857160	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006157	-9	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006158	-9	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006159	-9	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006160	-9	0	X	Y	0.211	9.627785e-01	3.615902e+00	1.000000e-05	7.902707e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006161	-9	0	X	Y	0.207	1.227113e+00	3.627820e+00	1.000000e-05	7.354763e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs50411151	48060853	0	X	Y	0.207	1.227113e+00	3.627820e+00	1.000000e-05	7.354763e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006162	-9	0	X	Y	0.205	1.270840e+00	3.634409e+00	1.000000e-05	7.269003e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006163	-9	0	X	Y	0.205	1.270840e+00	3.634409e+00	1.000000e-05	7.269003e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006164	-9	0	X	Y	0.217	1.656390e+00	3.617417e+00	1.000000e-05	6.474523e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006165	-9	0	X	Y	0.217	1.656390e+00	3.617417e+00	1.000000e-05	6.474523e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006166	-9	0	X	Y	0.224	2.263533e+00	3.584678e+00	1.000000e-05	5.283622e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs29789553	48069655	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
9	rs51272387	48080531	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006167	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006168	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006169	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006170	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006171	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006172	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006173	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006174	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006175	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006176	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006177	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006178	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006179	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006180	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006181	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006182	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006183	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006184	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006185	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006186	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006187	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006188	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006189	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006190	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006191	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006192	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006193	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006194	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006195	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006196	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
-9	rsm10000006197	-9	0	X	Y	0.223	2.262477e+00	3.595730e+00	1.000000e-05	5.298214e-01	0	Blood glucose level intraperitoneal glucose tolerance test area under curve AUC of 18week old females mgdl
