chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006606	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006607	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006608	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006609	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006610	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006611	-9	0	X	Y	0.239	-1.082853e-03	2.485896e-03	5.093138e-01	6.635277e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29737427	101032081	0	X	Y	0.236	-1.927581e-03	2.549770e-03	5.578869e-01	4.504169e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006612	-9	0	X	Y	0.232	-1.938968e-03	2.520847e-03	5.515424e-01	4.425628e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs13480377	101322680	0	X	Y	0.233	-2.020727e-03	2.532124e-03	5.567614e-01	4.256551e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs50803618	101324159	0	X	Y	0.233	-2.020727e-03	2.532124e-03	5.567614e-01	4.256551e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006613	-9	0	X	Y	0.231	-1.413644e-03	2.524117e-03	5.259475e-01	5.759754e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006614	-9	0	X	Y	0.229	-1.797414e-03	2.520695e-03	5.375839e-01	4.765142e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs51742549	101406063	0	X	Y	0.230	-1.825947e-03	2.517900e-03	5.381795e-01	4.690591e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs3688878	101437682	0	X	Y	0.232	-1.152926e-03	2.511502e-03	5.001005e-01	6.466166e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006615	-9	0	X	Y	0.232	-1.152926e-03	2.511502e-03	5.001005e-01	6.466166e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30229098	101662737	0	X	Y	0.232	-1.152926e-03	2.511502e-03	5.001005e-01	6.466166e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30362659	101676226	0	X	Y	0.233	-1.418577e-03	2.508010e-03	5.129250e-01	5.721927e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006616	-9	0	X	Y	0.232	-1.597025e-03	2.498923e-03	5.229542e-01	5.233900e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006617	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006618	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006619	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006620	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006621	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006622	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006623	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006624	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006625	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006626	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006627	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006628	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006629	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006630	-9	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs50186326	102115726	0	X	Y	0.234	-1.220423e-03	2.500077e-03	5.017572e-01	6.258958e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006631	-9	0	X	Y	0.236	-1.345999e-03	2.501572e-03	5.097782e-01	5.910439e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33235675	102467549	0	X	Y	0.236	-1.345999e-03	2.501572e-03	5.097782e-01	5.910439e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006632	-9	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006633	-9	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30278381	102591986	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006634	-9	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006635	-9	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29733697	102623495	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006636	-9	0	X	Y	0.238	-1.709314e-03	2.506974e-03	5.304910e-01	4.960219e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006637	-9	0	X	Y	0.236	-1.414215e-03	2.513009e-03	5.151222e-01	5.741365e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs108088659	102664577	0	X	Y	0.236	-1.414215e-03	2.513009e-03	5.151222e-01	5.741365e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs3707740	102723629	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006638	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006639	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006640	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006641	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006642	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006643	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006644	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006645	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs30516567	102851089	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006646	-9	0	X	Y	0.238	-1.545093e-03	2.514739e-03	5.236291e-01	5.395356e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs13480386	103625468	0	X	Y	0.231	1.568847e-03	2.434323e-03	4.110877e-01	5.198996e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48335348	103686134	0	X	Y	0.228	1.033655e-03	2.464050e-03	4.369676e-01	6.752381e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006647	-9	0	X	Y	0.228	1.033655e-03	2.464050e-03	4.369676e-01	6.752381e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs33752882	103834587	0	X	Y	0.228	1.033655e-03	2.464050e-03	4.369676e-01	6.752381e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006648	-9	0	X	Y	0.237	8.274022e-04	2.475682e-03	4.386331e-01	7.385177e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006649	-9	0	X	Y	0.235	6.460917e-04	2.481516e-03	4.406564e-01	7.948128e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006650	-9	0	X	Y	0.235	6.460917e-04	2.481516e-03	4.406564e-01	7.948128e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006651	-9	0	X	Y	0.235	6.460917e-04	2.481516e-03	4.406564e-01	7.948128e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006652	-9	0	X	Y	0.235	6.460917e-04	2.481516e-03	4.406564e-01	7.948128e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs38323380	104041112	0	X	Y	0.237	5.791203e-04	2.475650e-03	4.389520e-01	8.152457e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs46750379	104186621	0	X	Y	0.236	8.410754e-04	2.479796e-03	4.371560e-01	7.347837e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006653	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs50921547	104328210	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006654	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006655	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006656	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006657	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006658	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006659	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006660	-9	0	X	Y	0.249	-1.992963e-04	2.428892e-03	4.393269e-01	9.346749e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006661	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006662	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006663	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006664	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006665	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006666	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006667	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006668	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29596859	104970580	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006669	-9	0	X	Y	0.234	7.815647e-04	2.481642e-03	4.391097e-01	7.530878e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs6231434	105039557	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006670	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006671	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006672	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006673	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006674	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006675	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006676	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006677	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006678	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006679	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006680	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006681	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006682	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006683	-9	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29783141	105530538	0	X	Y	0.236	8.313776e-04	2.477496e-03	4.391212e-01	7.374932e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006684	-9	0	X	Y	0.243	3.774316e-04	2.469188e-03	4.409313e-01	8.786426e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs226925098	105546620	0	X	Y	0.243	3.774316e-04	2.469188e-03	4.409313e-01	8.786426e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29589273	105556898	0	X	Y	0.243	3.774316e-04	2.469188e-03	4.409313e-01	8.786426e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs6205631	105639523	0	X	Y	0.243	3.774316e-04	2.469188e-03	4.409313e-01	8.786426e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs48245550	105694710	0	X	Y	0.244	6.571661e-04	2.465056e-03	4.410810e-01	7.900165e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006685	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs29737868	105749905	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs13480398	105774382	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006686	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006687	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006688	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006689	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006690	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006691	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006692	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs37078691	105944676	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006693	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006694	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006695	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006696	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006697	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006698	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006699	-9	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs45992945	106017681	0	X	Y	0.249	2.288474e-04	2.452808e-03	4.421429e-01	9.257446e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs212048732	106020642	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006700	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006701	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs3696793	106033740	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
9	rs3657415	106081355	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006702	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006703	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006704	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006705	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006706	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006707	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006708	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006709	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000006710	-9	0	X	Y	0.278	7.890003e-04	2.414856e-03	4.479837e-01	7.441647e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
